4-1	僕はもう夢中。
6095-0	酒を小国山岳会の高貝氏にご馳走になる。
6095-1	小国山岳会の高貝氏に酒をご馳走になる。
6100-0	スペースは前にない。
6100-1	前にスペースはない。
6104-1	日本製だし細身だしかなり良いよマジで
6104-0	かなり良いよ日本製だし細身だしマジで
6105-0	きちんとこれを読めるようになると面白いでしょうね。
6105-1	これをきちんと読めるようになると面白いでしょうね。
6116-1	高速だと１４０〜１５０㌔位で光ります。
6116-0	１４０〜１５０㌔位で高速だと光ります。
6118-1	気分はまるで銀幕スター！！
6118-0	まるで気分は銀幕スター！！
6131-1	溜池山王駅近辺で家探しの情報をお探しですか？
6131-0	家探しの情報を溜池山王駅近辺でお探しですか？
6139-0	無料回収に業者が今は来てくれたりもします。
6139-1	今は業者が無料回収に来てくれたりもします。
6142-1	これのどこにマンセー的魅力があるのか
6142-0	マンセー的魅力がこれのどこにあるのか
6150-0	一番私がオススメしたいポイントです。
6150-1	私が一番オススメしたいポイントです。
6156-1	小６時点で身長１７０ｃｍもあったのですか！
6156-0	身長１７０ｃｍも小６時点であったのですか！
6157-0	ブラウザ情報を例えば変えるとか。
6157-1	例えばブラウザ情報を変えるとか。
6158-1	料理は戦いよっ！
6158-0	戦いよ料理はっ！
6159-1	下絵はしっかり描かなければだめ
6159-0	しっかり下絵は描かなければだめ
6171-0	お買い物も帰りに楽しめる好立地です♪
6171-1	帰りにお買い物も楽しめる好立地です♪
6172-0	カラーイラストがあの方は特にきれいですよね。
6172-1	あの方はカラーイラストが特にきれいですよね。
6176-0	永遠の０だけでジャニーズ映画の予告はいいわ。
6176-1	ジャニーズ映画の予告は永遠の０だけでいいわ。
6179-0	一番のイケメンってＨＵＮＴＥＲ×ＨＵＮＴＥＲで誰かと言われたら
6179-1	ＨＵＮＴＥＲ×ＨＵＮＴＥＲで一番のイケメンって誰かと言われたら
6180-0	勉強をこれからも続けていきたいです。
6180-1	これからも勉強を続けていきたいです。
6190-0	とても話を聞く姿勢が素晴らしかった。
6190-1	話を聞く姿勢がとても素晴らしかった。
6191-0	松井よりよしんばイチローが下でも
6191-1	よしんばイチローが松井より下でも
6193-1	メンバーがものすごいダッシュをしてる写真。
6193-0	ものすごいダッシュをメンバーがしてる写真。
6200-0	しっかり新米ママとやんちゃ娘と息子＞エイジオブイノセンス
6200-1	新米ママとやんちゃ娘としっかり息子＞エイジオブイノセンス
6201-1	夜はホテルで遅くまで撮影の打ち合わせをして…。
6201-0	ホテルで夜は遅くまで撮影の打ち合わせをして…。
6204-0	雷様に今朝は起こされました。
6204-1	今朝は雷様に起こされました。
6217-0	スロットかなやっぱり＾＾；
6217-1	やっぱりスロットかな＾＾；
6218-0	朝日エンブレム白金南は最も当社が注目しているマンションです。
6218-1	朝日エンブレム白金南は当社が最も注目しているマンションです。
6219-1	ｓｉｎさんがまだ読んでいない北方謙三さんの本
6219-0	まだｓｉｎさんが読んでいない北方謙三さんの本
6225-0	全部がもう大好きです。
6225-1	もう全部が大好きです。
6226-0	１本の価格で本州地域の運搬費を上記価格表は含む。
6226-1	上記価格表は１本の価格で本州地域の運搬費を含む。
6230-1	電極反応は２Ａ及び２Ｃ部の触媒表面で起こる。
6230-0	２Ａ及び２Ｃ部の触媒表面で電極反応は起こる。
6234-0	ハリと年齢を感じるお肌にツヤを♪
6234-1	年齢を感じるお肌にハリとツヤを♪
6237-1	ケイジはショウキチが大好きなんだよねぇ
6237-0	ショウキチがケイジは大好きなんだよねぇ
6241-1	詳しいやり方はｕｂｕｎｔｕの公式ページに書いてあります
6241-0	ｕｂｕｎｔｕの公式ページに詳しいやり方は書いてあります
6244-1	これはＴＥＲＭＩＮＡＬ−ＴＹＰＥ交渉の完成と同じくらい早いことができます。
6244-0	ＴＥＲＭＩＮＡＬ−ＴＹＰＥ交渉の完成と同じくらいこれは早いことができます。
6249-0	関心を持っている人が東京・埼玉などは多いんです。
6249-1	東京・埼玉などは関心を持っている人が多いんです。
6252-0	飲酒運転の容疑をホールは否認した。
6252-1	ホールは飲酒運転の容疑を否認した。
6259-0	あまりそのサバも釣れてはいなかったようだ。
6259-1	そのサバもあまり釣れてはいなかったようだ。
6262-1	今年も残念ながら花の頃を見逃してしまいました。
6262-0	花の頃を残念ながら今年も見逃してしまいました。
6263-0	ゆっくり家で休んでいます。
6263-1	家でゆっくり休んでいます。
6268-0	広い範囲で秋晴れときょうはなりそうです。
6268-1	きょうは広い範囲で秋晴れとなりそうです。
6271-1	むしろこちらから頭を下げたいくらいです。
6271-0	こちらからむしろ頭を下げたいくらいです。
6273-1	ダイエット成功には理想を具体的にイメージ化するのが肝心
6273-0	理想を具体的にイメージ化するのがダイエット成功には肝心
6282-0	けっこうネズミ刑事がかわいくて好きだ。
6282-1	ネズミ刑事がけっこうかわいくて好きだ。
6284-0	どこでヘッドポーターは買えますか？
6284-1	ヘッドポーターはどこで買えますか？
6286-1	やはりまだまだ人は少ないですね。
6286-0	まだまだ人はやはり少ないですね。
6287-0	説明を麻酔の先生から受け，５時に手術室へ。
6287-1	麻酔の先生から説明を受け，５時に手術室へ。
6288-0	ギフトやプレンゼントにお世話になった方へオススメ・美食之輝詰合せ
6288-1	お世話になった方へギフトやプレンゼントにオススメ・美食之輝詰合せ
6290-0	ガラガラの列車はトピ主の住む町ではホテル代わりなのですね。
6290-1	トピ主の住む町ではガラガラの列車はホテル代わりなのですね。
6291-1	とりあえず怪我がなくてよかったね☆
6291-0	怪我がとりあえずなくてよかったね☆
6294-0	真っ直ぐＦ−１５は飛んでいきました。
6294-1	Ｆ−１５は真っ直ぐ飛んでいきました。
6295-0	着物コーデになんでもかんでもあてはめてしまいますよね♪
6295-1	なんでもかんでも着物コーデにあてはめてしまいますよね♪
6296-0	開始から後半は終始神戸ペース。
6296-1	後半は開始から終始神戸ペース。
6297-1	緒形拳が手桶を贈っていた
6297-0	手桶を緒形拳が贈っていた
6298-1	今度は取れるか不安だ。
6298-0	取れるか今度は不安だ。
6299-0	顔を苦痛になぜか歪めるジュリエット。
6299-1	なぜか顔を苦痛に歪めるジュリエット。
6300-0	リレーで逆転優勝を赤組が決めたんだけどさ
6300-1	赤組がリレーで逆転優勝を決めたんだけどさ
6305-1	なーんか心の底から笑えないしさ。
6305-0	心の底からなーんか笑えないしさ。
6306-1	いつのまにか３キロも増えてる！
6306-0	３キロもいつのまにか増えてる！
6308-1	攻撃パターン等はＳＥＥＤ・ヴァンスとほとんど一緒。
6308-0	ほとんど攻撃パターン等はＳＥＥＤ・ヴァンスと一緒。
6314-0	ＳＡＬＥも来週から始まりますし。
6314-1	来週からＳＡＬＥも始まりますし。
6318-1	これ一着で１５０００円だよあんた！！！！！
6318-0	１５０００円だよこれ一着であんた！！！！！
6319-0	豊富のフットパスを翌日は歩きます。
6319-1	翌日は豊富のフットパスを歩きます。
6320-0	ブロとも申請をｒｅｄｒｏｏｍｓさんに行います。
6320-1	ｒｅｄｒｏｏｍｓさんにブロとも申請を行います。
